"Time","Source","Destination","Source Port","Destination Port","Protocol","ICMP Type","Length","Flags"
"574.313789","142.250.193.74","192.168.42.42","443","53484","QUIC","","657",""
"574.313831","142.250.193.74","192.168.42.42","443","53484","QUIC","","69",""
"574.317938","192.168.42.42","142.250.193.74","53484","443","QUIC","","155",""
"574.331380","117.18.237.29","192.168.42.42","80","62522","TCP","","54","0x010"
"574.331688","117.18.237.29","192.168.42.42","80","62522","OCSP","","601","0x018"
"574.342432","192.168.42.42","104.18.14.16","62533","443","TLSv1.3","","118","0x018"
"574.343107","192.168.42.42","104.18.14.16","62533","443","TLSv1.3","","241","0x018"
"574.345979","104.18.14.16","192.168.42.42","443","62532","TCP","","54","0x010"
"574.349612","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","591","0x018"
"574.351521","192.168.42.42","104.18.14.16","62532","443","TLSv1.3","","85","0x018"
"574.377735","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"574.377827","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.377896","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","75","0x018"
"574.377917","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.378068","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"574.378092","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.378130","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","75","0x018"
"574.378150","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.379570","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"574.379615","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.387397","192.168.42.42","117.18.237.29","62522","80","TCP","","54","0x010"
"574.396755","192.168.42.42","104.18.14.16","58816","443","QUIC","","1399",""
"574.399581","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.399643","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.401043","192.168.42.42","192.168.42.129","57724","53","DNS","","78",""
"574.401118","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.401151","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.401433","192.168.42.129","192.168.42.42","53","57724","DNS","","78",""
"574.422357","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.422440","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.422576","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.422600","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.422816","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.422839","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.446858","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","148","0x018"
"574.446966","142.250.193.74","192.168.42.42","443","53484","QUIC","","137",""
"574.447075","104.18.14.16","192.168.42.42","443","62533","TCP","","54","0x010"
"574.447307","104.18.14.16","192.168.42.42","443","62533","TLSv1.3","","591","0x018"
"574.451993","104.18.14.16","192.168.42.42","443","58816","QUIC","","1242",""
"574.452188","104.18.14.16","192.168.42.42","443","58816","QUIC","","1242",""
"574.453969","192.168.42.42","104.18.14.16","62533","443","TLSv1.3","","78","0x018"
"574.454050","192.168.42.42","104.18.14.16","62533","443","TCP","","54","0x011"
"574.455408","192.168.42.42","104.18.14.16","58816","443","QUIC","","94",""
"574.469005","104.18.14.16","192.168.42.42","443","58816","QUIC","","1242",""
"574.469223","104.18.14.16","192.168.42.42","443","58816","QUIC","","1242",""
"574.469271","104.18.14.16","192.168.42.42","443","58816","QUIC","","342",""
"574.471969","104.18.14.16","192.168.42.42","443","62532","TCP","","54","0x010"
"574.476654","192.168.42.42","104.18.14.16","58816","443","QUIC","","97",""
"574.492914","192.168.42.42","142.250.193.74","53484","443","QUIC","","74",""
"574.493949","104.18.14.16","192.168.42.42","443","58816","QUIC","","96",""
"574.494589","192.168.42.42","104.18.14.16","58816","443","QUIC","","208",""
"574.516105","104.18.14.16","192.168.42.42","443","62533","TCP","","66","0x010"
"574.541346","104.18.14.16","192.168.42.42","443","62533","TCP","","54","0x010"
"574.542813","104.18.14.16","192.168.42.42","443","62533","TCP","","54","0x011"
"574.542852","192.168.42.42","104.18.14.16","62533","443","TCP","","54","0x010"
"574.544187","104.18.14.16","192.168.42.42","443","58816","QUIC","","632",""
"574.544259","104.18.14.16","192.168.42.42","443","58816","QUIC","","69",""
"574.545952","104.18.14.16","192.168.42.42","443","58816","QUIC","","69",""
"574.546061","104.18.14.16","192.168.42.42","443","58816","QUIC","","94",""
"574.546970","192.168.42.42","104.18.14.16","58816","443","QUIC","","87",""
"574.580204","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.594975","104.18.14.16","192.168.42.42","443","58816","QUIC","","68",""
"574.937473","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"574.937567","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","75","0x018"
"574.937601","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.937815","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"574.937851","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","75","0x018"
"574.937870","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.938061","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"574.938095","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.938115","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.940438","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.940557","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.940582","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.940685","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.940933","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.940956","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.941059","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.941181","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.941204","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.941310","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.941556","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.941579","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.941682","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.941935","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.941961","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.942182","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.942307","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.942329","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.942433","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.942681","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.942707","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.942809","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.943058","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.943083","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.943117","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.947712","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.947787","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.947890","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.947971","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.947992","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.948185","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.948306","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.948332","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.952185","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.952307","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.952332","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.952368","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.952558","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"574.952581","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.952806","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.964935","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"574.964969","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.965185","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"574.974684","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"574.974714","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"574.974931","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"574.975183","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"574.975209","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.015851","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"575.015992","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"575.016029","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.033129","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"575.037454","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"575.037511","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.037689","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"575.037931","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"575.037954","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.058475","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"575.058687","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"575.058731","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.066241","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"575.066437","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"575.066487","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.068075","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x010"
"575.075972","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"575.076052","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.076191","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"575.077561","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"575.077591","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.098593","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"575.098726","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","1424","0x018"
"575.098762","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.099056","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x010"
"575.123611","104.18.14.16","192.168.42.42","443","62532","TCP","","1424","0x018"
"575.123697","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.124691","104.18.14.16","192.168.42.42","443","62532","TLSv1.3","","437","0x018"
"575.125094","192.168.42.42","104.18.14.16","62532","443","TLSv1.3","","93","0x018"
"575.125447","192.168.42.42","104.18.14.16","62532","443","TLSv1.3","","78","0x018"
"575.125498","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x011"
"575.185847","104.18.14.16","192.168.42.42","443","62532","TCP","","54","0x010"
"575.186062","104.18.14.16","192.168.42.42","443","62532","TCP","","54","0x011"
"575.186099","192.168.42.42","104.18.14.16","62532","443","TCP","","54","0x010"
"575.256230","104.18.14.16","192.168.42.42","443","62532","TCP","","54","0x010"
"575.661341","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","211","0x018"
"575.661471","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","427","0x018"
"575.664461","192.168.42.42","192.168.42.129","52530","53","DNS","","103",""
"575.666458","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","181","0x018"
"575.666606","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","492","0x018"
"575.734157","192.168.42.42","142.250.206.162","62535","80","TCP","","66","0x002"
"575.737108","192.168.42.42","192.168.42.129","52530","53","DNS","","103",""
"575.738877","192.168.42.42","192.168.42.129","60442","53","DNS","","71",""
"575.740820","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"575.749828","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"575.749879","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"575.750057","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"575.780098","192.168.42.129","192.168.42.42","53","52530","DNS","","196",""
"575.784735","192.168.42.129","192.168.42.42","53","60442","DNS","","126",""
"575.787639","192.168.42.42","151.101.120.193","62536","443","TCP","","66","0x002"
"575.789756","192.168.42.42","192.168.42.129","56486","53","DNS","","85",""
"575.790317","192.168.42.129","192.168.42.42","53","56486","DNS","","101",""
"575.815599","142.250.206.162","192.168.42.42","80","62535","TCP","","66","0x012"
"575.815712","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"575.816064","192.168.42.42","142.250.206.162","62535","80","HTTP","","373","0x018"
"575.826622","192.168.42.42","192.168.42.129","60331","53","DNS","","85",""
"575.855358","192.168.42.129","192.168.42.42","53","60331","DNS","","146",""
"575.898349","142.250.206.162","192.168.42.42","80","62535","TCP","","54","0x010"
"575.909149","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","271","0x018"
"575.909279","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","736","0x018"
"575.911467","192.168.42.42","192.168.42.129","59220","53","DNS","","103",""
"575.911963","192.168.42.129","192.168.42.42","53","59220","DNS","","103",""
"575.970343","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"575.970434","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"575.983344","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","129","0x018"
"575.983563","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","150","0x018"
"575.983600","192.168.42.42","34.120.208.123","62521","443","TCP","","54","0x010"
"575.983934","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","270","0x018"
"575.984815","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","100","0x018"
"575.984848","192.168.42.42","34.120.208.123","62521","443","TCP","","54","0x010"
"575.984911","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","100","0x018"
"575.985181","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"575.985432","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"575.985459","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"575.987701","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"575.987936","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"575.987970","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"575.988186","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"575.988433","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"575.988459","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"575.989310","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"575.989558","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"575.989586","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"575.990058","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.006366","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.006452","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.016959","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","129","0x018"
"576.017040","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","339","0x018"
"576.017071","192.168.42.42","34.120.208.123","62521","443","TCP","","54","0x010"
"576.017187","151.101.120.193","192.168.42.42","443","62536","TCP","","66","0x012"
"576.017256","192.168.42.42","151.101.120.193","62536","443","TCP","","54","0x010"
"576.019316","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","95","0x018"
"576.024259","192.168.42.42","151.101.120.193","62536","443","TLSv1.2","","571","0x018"
"576.034979","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"576.053352","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.056944","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.056996","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.057188","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.085578","192.168.42.42","34.120.208.123","62521","443","TCP","","54","0x010"
"576.089595","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.089680","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.090313","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.090432","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.090458","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.090560","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.090681","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.090706","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.090931","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.104828","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.104886","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.105065","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.105311","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.105339","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.106939","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.126097","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.126204","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.126310","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.126432","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.126454","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.139468","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.165103","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.165181","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.165316","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.165558","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.165583","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.177123","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.177309","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.177346","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.203348","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.207571","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.207626","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.207814","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.226386","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x018"
"576.226480","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.227693","142.250.206.162","192.168.42.42","80","62535","TCP","","1424","0x010"
"576.227739","142.250.206.162","192.168.42.42","80","62535","HTTP","","839","0x018"
"576.227762","192.168.42.42","142.250.206.162","62535","80","TCP","","54","0x010"
"576.227937","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","129","0x018"
"576.227975","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","173","0x018"
"576.227995","192.168.42.42","34.120.208.123","62521","443","TCP","","54","0x010"
"576.228214","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","300","0x018"
"576.231207","34.120.208.123","192.168.42.42","443","62521","TLSv1.2","","100","0x018"
"576.231266","192.168.42.42","34.120.208.123","62521","443","TCP","","54","0x010"
"576.231487","192.168.42.42","34.120.208.123","62521","443","TLSv1.2","","100","0x018"
"576.265110","151.101.120.193","192.168.42.42","443","62536","TCP","","54","0x010"
"576.265245","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","1424","0x010"
"576.265437","151.101.120.193","192.168.42.42","443","62536","TCP","","1424","0x018"
"576.265477","192.168.42.42","151.101.120.193","62536","443","TCP","","54","0x010"
"576.265686","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","1156","0x018"
"576.270716","192.168.42.42","151.101.120.193","62536","443","TLSv1.2","","147","0x018"
"576.291968","34.120.208.123","192.168.42.42","443","62521","TCP","","54","0x010"
"576.578978","151.101.120.193","192.168.42.42","443","62536","TCP","","54","0x010"
"576.579065","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","312","0x018"
"576.626781","192.168.42.42","151.101.120.193","62536","443","TLSv1.2","","231","0x018"
"576.626893","192.168.42.42","151.101.120.193","62536","443","TLSv1.2","","338","0x018"
"576.985969","151.101.120.193","192.168.42.42","443","62536","TCP","","54","0x010"
"576.986106","151.101.120.193","192.168.42.42","443","62536","TCP","","54","0x010"
"576.986140","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","120","0x018"
"576.986313","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","1424","0x010"
"576.986369","192.168.42.42","151.101.120.193","62536","443","TCP","","54","0x010"
"576.986419","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","1424","0x018"
"576.986561","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","1424","0x010"
"576.986585","192.168.42.42","151.101.120.193","62536","443","TCP","","54","0x010"
"576.986620","151.101.120.193","192.168.42.42","443","62536","TLSv1.2","","405","0x018"
"576.987052","192.168.42.42","151.101.120.193","62536","443","TLSv1.2","","92","0x018"
"577.394721","151.101.120.193","192.168.42.42","443","62536","TCP","","54","0x010"
"578.579848","56:92:f1:36:b7:95","62:18:4a:6b:95:8f","","","ARP","","42",""
"578.579887","62:18:4a:6b:95:8f","56:92:f1:36:b7:95","","","ARP","","42",""
"579.147321","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","84","0x018"
"579.147471","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","80","0x018"
"579.224844","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","84","0x018"
"579.225011","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","80","0x018"
"579.225059","192.168.42.42","3.6.96.240","62518","443","TCP","","54","0x010"
"579.230899","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","88","0x018"
"579.230989","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","84","0x018"
"579.231119","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","80","0x018"
"579.257103","3.6.96.240","192.168.42.42","443","62518","TCP","","54","0x010"
"579.257197","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","88","0x018"
"579.271820","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","110","0x018"
"579.271883","192.168.42.42","3.6.96.240","62518","443","TCP","","54","0x010"
"579.272190","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","88","0x018"
"579.306851","3.6.96.240","192.168.42.42","443","62518","TCP","","54","0x010"
"579.308185","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","88","0x018"
"579.364821","192.168.42.42","117.18.237.29","62534","80","TCP","","54","0x011"
"579.381440","192.168.42.42","3.6.96.240","62518","443","TCP","","54","0x010"
"579.386836","3.6.96.240","192.168.42.42","443","62518","TCP","","54","0x010"
"579.421732","117.18.237.29","192.168.42.42","80","62534","TCP","","54","0x010"
"579.421829","117.18.237.29","192.168.42.42","80","62534","TCP","","54","0x011"
"579.421867","192.168.42.42","117.18.237.29","62534","80","TCP","","54","0x010"
"584.340797","192.168.42.42","117.18.237.29","62522","80","TCP","","55","0x010"
"584.764226","117.18.237.29","192.168.42.42","80","62522","TCP","","66","0x010"
"586.245062","192.168.42.42","142.250.206.162","62535","80","TCP","","55","0x010"
"586.405600","142.250.206.162","192.168.42.42","80","62535","TCP","","66","0x010"
"586.792228","192.168.42.129","224.0.0.251","5353","5353","MDNS","","290",""
"586.792433","fe80::5492:f1ff:fe36:b795","ff02::fb","5353","5353","MDNS","","310",""
"589.115429","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","84","0x018"
"589.115552","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","80","0x018"
"589.273976","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","84","0x018"
"589.274121","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","80","0x018"
"589.274169","192.168.42.42","3.6.96.240","62518","443","TCP","","54","0x010"
"589.274270","3.6.96.240","192.168.42.42","443","62518","TCP","","54","0x010"
"589.274319","3.6.96.240","192.168.42.42","443","62518","TCP","","54","0x010"
"589.274391","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","88","0x018"
"589.274566","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","110","0x018"
"589.274601","192.168.42.42","3.6.96.240","62518","443","TCP","","54","0x010"
"589.280733","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","88","0x018"
"589.280832","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","88","0x018"
"589.280903","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","84","0x018"
"589.280985","192.168.42.42","3.6.96.240","62518","443","TLSv1.3","","80","0x018"
"589.346349","3.6.96.240","192.168.42.42","443","62518","TCP","","54","0x010"
"589.349936","3.6.96.240","192.168.42.42","443","62518","TLSv1.3","","88","0x018"
"589.392182","192.168.42.42","3.6.96.240","62518","443","TCP","","54","0x010"
"592.509862","192.168.42.42","192.168.42.129","64488","53","DNS","","87",""
"592.581890","192.168.42.42","192.168.42.129","64488","53","DNS","","87",""
"592.612872","192.168.42.42","142.250.206.162","62537","443","TCP","","66","0x002"
"592.615542","192.168.42.42","142.250.206.162","62538","443","TCP","","66","0x002"
"592.615961","192.168.42.42","142.250.206.162","62539","443","TCP","","66","0x002"
"592.616258","192.168.42.42","142.250.206.162","62540","443","TCP","","66","0x002"
"592.679396","192.168.42.129","192.168.42.42","53","64488","DNS","","103",""
"592.687317","192.168.42.42","172.217.160.226","62541","443","TCP","","66","0x002"
"592.689119","192.168.42.42","192.168.42.129","50060","53","DNS","","87",""
"592.689694","192.168.42.129","192.168.42.42","53","50060","DNS","","103",""
"592.690348","192.168.42.42","192.168.42.129","52484","53","DNS","","87",""
"592.710859","142.250.206.162","192.168.42.42","443","62537","TCP","","66","0x012"
"592.710989","192.168.42.42","142.250.206.162","62537","443","TCP","","54","0x010"
"592.717710","192.168.42.42","142.250.206.162","62537","443","TLSv1.3","","571","0x018"
