"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Length","ICMP Type","Flags"
"1697","37.591263","192.168.42.224","192.168.42.129","57888","53","DNS","84","",""
"1698","37.592273","192.168.42.224","192.168.42.129","53869","53","DNS","73","",""
"1699","37.608022","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","241","","0x018"
"1700","37.608141","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","609","","0x018"
"1701","37.608581","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1702","37.608581","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1703","37.608581","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1704","37.608581","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1705","37.608581","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1706","37.608581","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1707","37.608581","192.168.42.224","142.250.192.142","62097","443","TCP","1424","","0x010"
"1708","37.608581","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","402","","0x018"
"1709","37.630480","192.168.42.224","192.168.42.129","53869","53","DNS","73","",""
"1710","37.630592","192.168.42.224","192.168.42.129","57888","53","DNS","84","",""
"1711","37.749583","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1712","37.749747","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1713","37.756707","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1714","37.762161","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1715","37.764459","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1716","37.769662","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1717","37.772379","192.168.42.129","192.168.42.224","53","53869","DNS","128","",""
"1718","37.772878","192.168.42.129","192.168.42.224","53","57888","DNS","135","",""
"1719","37.774510","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1720","37.776302","192.168.42.224","192.168.42.129","63758","53","DNS","85","",""
"1721","37.776752","192.168.42.129","192.168.42.224","53","63758","DNS","101","",""
"1722","37.778410","192.168.42.224","192.168.42.129","61398","53","DNS","85","",""
"1723","37.782817","192.168.42.224","192.168.42.129","55098","53","DNS","93","",""
"1724","37.783277","192.168.42.129","192.168.42.224","53","55098","DNS","109","",""
"1725","37.784723","192.168.42.224","192.168.42.129","63138","53","DNS","93","",""
"1726","37.788720","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1727","37.793632","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1728","37.798748","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1729","37.804703","192.168.42.224","192.168.42.129","63138","53","DNS","93","",""
"1730","37.805783","192.168.42.224","192.168.42.129","61398","53","DNS","85","",""
"1731","37.831828","192.168.42.129","192.168.42.224","53","61398","DNS","146","",""
"1732","37.846148","192.168.42.129","192.168.42.224","53","63138","DNS","121","",""
"1733","37.867780","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","122","","0x018"
"1734","37.867908","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","116","","0x018"
"1735","37.867977","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"1736","37.868258","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","85","","0x018"
"1737","37.868340","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","93","","0x018"
"1738","37.868385","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"1739","37.868947","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","93","","0x018"
"1740","37.934331","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1741","39.612268","192.168.42.224","192.168.42.129","54956","53","DNS","75","",""
"1742","39.647157","192.168.42.224","192.168.42.129","54956","53","DNS","75","",""
"1743","39.692172","192.168.42.129","192.168.42.224","53","54956","DNS","196","",""
"1744","39.693600","192.168.42.224","192.168.42.129","59058","53","DNS","82","",""
"1745","39.693968","192.168.42.129","192.168.42.224","53","59058","DNS","98","",""
"1746","39.694569","192.168.42.224","192.168.42.129","54960","53","DNS","82","",""
"1747","39.732062","192.168.42.129","192.168.42.224","53","54960","DNS","143","",""
"1748","39.734251","192.168.42.224","192.168.42.129","54960","53","DNS","82","",""
"1749","39.734755","192.168.42.129","192.168.42.224","53","54960","DNS","82","",""
"1750","41.654723","192.168.42.224","192.168.42.129","49222","53","DNS","69","",""
"1751","41.655681","192.168.42.224","192.168.42.129","57269","53","DNS","81","",""
"1752","41.684113","192.168.42.224","192.168.42.129","49222","53","DNS","69","",""
"1753","41.684114","192.168.42.224","192.168.42.129","57269","53","DNS","81","",""
"1754","41.942293","192.168.42.129","192.168.42.224","53","49222","DNS","85","",""
"1755","41.942426","192.168.42.129","192.168.42.224","53","57269","DNS","197","",""
"1756","41.943785","192.168.42.224","192.168.42.129","54469","53","DNS","69","",""
"1757","41.943823","192.168.42.224","192.168.42.129","52679","53","DNS","81","",""
"1758","41.944376","192.168.42.129","192.168.42.224","53","54469","DNS","85","",""
"1759","41.944592","192.168.42.129","192.168.42.224","53","52679","DNS","113","",""
"1760","41.945247","192.168.42.224","192.168.42.129","53482","53","DNS","69","",""
"1761","41.945345","192.168.42.224","192.168.42.129","52616","53","DNS","81","",""
"1762","41.969913","192.168.42.224","192.168.42.129","52616","53","DNS","81","",""
"1763","41.970085","192.168.42.224","192.168.42.129","53482","53","DNS","69","",""
"1764","42.052848","192.168.42.129","192.168.42.224","53","53482","DNS","154","",""
"1765","42.053504","192.168.42.129","192.168.42.224","53","52616","DNS","137","",""
"1766","43.661293","192.168.42.224","192.168.42.129","51938","53","DNS","70","",""
"1767","43.689850","192.168.42.224","192.168.42.129","51938","53","DNS","70","",""
"1768","43.821458","192.168.42.129","192.168.42.224","53","51938","DNS","134","",""
"1769","43.827737","192.168.42.224","192.168.42.129","53268","53","DNS","70","",""
"1770","43.828264","192.168.42.129","192.168.42.224","53","53268","DNS","134","",""
"1771","43.830118","192.168.42.224","192.168.42.129","51564","53","DNS","70","",""
"1772","43.859338","192.168.42.224","192.168.42.129","51564","53","DNS","70","",""
"1773","43.873104","192.168.42.129","192.168.42.224","53","51564","DNS","147","",""
"1774","46.934339","192.168.42.224","104.17.32.105","62067","443","TLSv1.2","93","","0x018"
"1775","46.935566","192.168.42.224","104.17.32.105","62067","443","TLSv1.2","78","","0x018"
"1776","46.935698","192.168.42.224","104.17.32.105","62067","443","TCP","54","","0x011"
"1777","47.267314","104.17.32.105","192.168.42.224","443","62067","TCP","54","","0x010"
"1778","47.267489","104.17.32.105","192.168.42.224","443","62067","TCP","54","","0x010"
"1779","47.267755","104.17.32.105","192.168.42.224","443","62067","TCP","54","","0x011"
"1780","47.267828","192.168.42.224","104.17.32.105","62067","443","TCP","54","","0x010"
"1781","47.267926","104.17.32.105","192.168.42.224","443","62067","TCP","54","","0x010"
"1782","52.478583","fe:7e:84:95:6a:51","a6:c3:55:3c:13:a5","","","ARP","42","",""
"1783","52.478651","a6:c3:55:3c:13:a5","fe:7e:84:95:6a:51","","","ARP","42","",""
"1784","56.761572","192.168.42.224","192.168.42.129","59879","53","DNS","75","",""
"1785","56.791551","192.168.42.224","192.168.42.129","59879","53","DNS","75","",""
"1786","56.916658","192.168.42.129","192.168.42.224","53","59879","DNS","91","",""
"1787","56.923743","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","308","","0x018"
"1788","56.923887","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","1001","","0x018"
"1789","56.924594","192.168.42.224","142.250.205.238","59880","443","QUIC","1399","",""
"1790","56.927249","192.168.42.224","142.250.205.238","62105","443","TCP","66","","0x002"
"1791","56.928074","192.168.42.224","192.168.42.129","62612","53","DNS","75","",""
"1792","56.953663","192.168.42.224","192.168.42.129","62612","53","DNS","75","",""
"1793","56.977114","192.168.42.129","192.168.42.224","53","62612","DNS","103","",""
"1794","56.985228","142.250.205.238","192.168.42.224","443","59880","QUIC","1399","",""
"1795","56.986090","142.250.205.238","192.168.42.224","443","62105","TCP","66","","0x012"
"1796","56.986172","192.168.42.224","142.250.205.238","62105","443","TCP","54","","0x010"
"1797","56.986542","192.168.42.224","142.250.205.238","59880","443","QUIC","82","",""
"1798","56.987713","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1799","56.987751","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1800","56.992380","192.168.42.224","142.250.205.238","62105","443","TLSv1.3","571","","0x018"
"1801","57.021747","142.250.205.238","192.168.42.224","443","59880","QUIC","1399","",""
"1802","57.021920","142.250.205.238","192.168.42.224","443","59880","QUIC","1399","",""
"1803","57.022261","192.168.42.224","142.250.205.238","59880","443","QUIC","84","",""
"1804","57.041355","142.250.205.238","192.168.42.224","443","59880","QUIC","1399","",""
"1805","57.041472","142.250.205.238","192.168.42.224","443","59880","QUIC","1399","",""
"1806","57.041749","192.168.42.224","142.250.205.238","59880","443","QUIC","84","",""
"1807","57.043221","142.250.205.238","192.168.42.224","443","59880","QUIC","1399","",""
"1808","57.043455","192.168.42.224","142.250.205.238","59880","443","QUIC","84","",""
"1809","57.045095","142.250.205.238","192.168.42.224","443","59880","QUIC","371","",""
"1810","57.050651","192.168.42.224","142.250.205.238","59880","443","QUIC","85","",""
"1811","57.050960","142.250.205.238","192.168.42.224","443","62105","TCP","54","","0x010"
"1812","57.061412","192.168.42.224","142.250.205.238","59880","443","QUIC","150","",""
"1813","57.061522","192.168.42.224","142.250.205.238","59880","443","QUIC","109","",""
"1814","57.088535","142.250.205.238","192.168.42.224","443","62105","TLSv1.3","1424","","0x010"
"1815","57.088654","142.250.205.238","192.168.42.224","443","62105","TCP","1424","","0x018"
"1816","57.088703","192.168.42.224","142.250.205.238","62105","443","TCP","54","","0x010"
"1817","57.088853","142.250.205.238","192.168.42.224","443","62105","TCP","1424","","0x010"
"1818","57.090376","142.250.205.238","192.168.42.224","443","62105","TCP","1424","","0x018"
"1819","57.090407","192.168.42.224","142.250.205.238","62105","443","TCP","54","","0x010"
"1820","57.095631","142.250.205.238","192.168.42.224","443","62105","TLSv1.3","1345","","0x018"
"1821","57.101236","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","534","","0x018"
"1822","57.101274","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","303","","0x018"
"1823","57.101296","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"1824","57.107022","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","151","","0x018"
"1825","57.107095","142.250.192.142","192.168.42.224","443","62097","TLSv1.3","93","","0x018"
"1826","57.107122","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"1827","57.107530","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","93","","0x018"
"1828","57.107777","192.168.42.224","142.250.192.142","62097","443","TLSv1.3","78","","0x018"
"1829","57.107821","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x011"
"1830","57.113657","192.168.42.224","142.250.205.238","62105","443","TLSv1.3","118","","0x018"
"1831","57.114294","192.168.42.224","142.250.205.238","62105","443","TLSv1.3","224","","0x018"
"1832","57.119125","142.250.205.238","192.168.42.224","443","59880","QUIC","1399","",""
"1833","57.119222","142.250.205.238","192.168.42.224","443","59880","QUIC","137","",""
"1834","57.121530","192.168.42.224","142.250.205.238","59880","443","QUIC","73","",""
"1835","57.144130","142.250.205.238","192.168.42.224","443","59880","QUIC","69","",""
"1836","57.157128","142.250.205.238","192.168.42.224","443","62105","TLSv1.3","668","","0x018"
"1837","57.157173","192.168.42.224","142.250.205.238","62105","443","TCP","54","","0x010"
"1838","57.158824","192.168.42.224","142.250.205.238","62105","443","TLSv1.3","85","","0x018"
"1839","57.161436","142.250.205.238","192.168.42.224","443","62105","TLSv1.3","85","","0x018"
"1840","57.168333","142.250.192.142","192.168.42.224","443","62097","TCP","66","","0x010"
"1841","57.168471","142.250.192.142","192.168.42.224","443","62097","TCP","66","","0x010"
"1842","57.168768","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x010"
"1843","57.169034","142.250.192.142","192.168.42.224","443","62097","TCP","54","","0x011"
"1844","57.169104","192.168.42.224","142.250.192.142","62097","443","TCP","54","","0x010"
"1845","57.207539","142.250.205.238","192.168.42.224","443","62105","TCP","54","","0x010"
"1846","57.211556","192.168.42.224","142.250.205.238","62105","443","TCP","54","","0x010"
"1847","60.204007","192.168.42.224","142.250.205.238","59880","443","QUIC","1399","",""
"1848","60.204170","192.168.42.224","142.250.205.238","59880","443","QUIC","1399","",""
"1849","60.204387","192.168.42.224","142.250.205.238","59880","443","QUIC","1399","",""
"1850","60.217809","192.168.42.224","142.250.205.238","59880","443","QUIC","421","",""
"1851","60.374248","142.250.205.238","192.168.42.224","443","59880","QUIC","68","",""
"1852","60.374456","142.250.205.238","192.168.42.224","443","59880","QUIC","67","",""
"1853","60.395487","192.168.42.224","142.250.205.238","59880","443","QUIC","74","",""
"1854","60.400059","142.250.205.238","192.168.42.224","443","59880","QUIC","277","",""
"1855","60.400192","142.250.205.238","192.168.42.224","443","59880","QUIC","98","",""
"1856","60.401595","192.168.42.224","142.250.205.238","59880","443","QUIC","79","",""
"1857","60.464193","142.250.205.238","192.168.42.224","443","59880","QUIC","69","",""
"1858","71.926501","192.168.42.224","34.120.115.102","62095","443","TLSv1.3","93","","0x018"
"1859","72.241407","192.168.42.224","34.120.115.102","62095","443","TCP","93","","0x018"
"1860","72.247860","34.120.115.102","192.168.42.224","443","62095","TLSv1.3","93","","0x018"
"1861","72.287688","192.168.42.224","34.120.115.102","62095","443","TCP","54","","0x010"
"1862","72.306876","34.120.115.102","192.168.42.224","443","62095","TCP","66","","0x010"
"1863","76.928450","192.168.42.224","172.217.163.205","62099","443","TLSv1.3","93","","0x018"
"1864","77.167498","172.217.163.205","192.168.42.224","443","62099","TCP","54","","0x010"
"1865","77.167666","172.217.163.205","192.168.42.224","443","62099","TLSv1.3","93","","0x018"
"1866","77.208999","192.168.42.224","172.217.163.205","62099","443","TCP","54","","0x010"
"1867","77.313897","fe:7e:84:95:6a:51","a6:c3:55:3c:13:a5","","","ARP","42","",""
"1868","77.313973","a6:c3:55:3c:13:a5","fe:7e:84:95:6a:51","","","ARP","42","",""
"1869","78.930354","192.168.42.224","34.120.208.123","62094","443","TLSv1.2","100","","0x018"
"1870","78.930606","192.168.42.224","142.250.196.67","62100","443","TLSv1.3","93","","0x018"
"1871","79.205155","192.168.42.224","142.250.196.67","62100","443","TCP","93","","0x018"
"1872","79.212364","34.120.208.123","192.168.42.224","443","62094","TCP","54","","0x010"
"1873","79.212496","34.120.208.123","192.168.42.224","443","62094","TLSv1.2","100","","0x018"
"1874","79.212779","142.250.196.67","192.168.42.224","443","62100","TCP","54","","0x010"
"1875","79.212864","142.250.196.67","192.168.42.224","443","62100","TLSv1.3","93","","0x018"
"1876","79.250977","142.250.196.67","192.168.42.224","443","62100","TCP","66","","0x010"
"1877","79.267899","192.168.42.224","142.250.196.67","62100","443","TCP","54","","0x010"
"1878","79.267900","192.168.42.224","34.120.208.123","62094","443","TCP","54","","0x010"
"1879","81.932516","192.168.42.224","142.250.182.246","62098","443","TLSv1.3","93","","0x018"
"1880","81.932864","192.168.42.224","142.250.183.67","62102","443","TLSv1.3","93","","0x018"
"1881","81.933027","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","93","","0x018"
"1882","81.933328","192.168.42.224","142.250.192.97","62103","443","TLSv1.3","93","","0x018"
"1883","82.207854","142.250.196.67","192.168.42.224","443","62101","TCP","54","","0x010"
"1884","82.208015","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","93","","0x018"
"1885","82.208282","142.250.192.97","192.168.42.224","443","62103","TCP","54","","0x010"
"1886","82.208375","142.250.192.97","192.168.42.224","443","62103","TLSv1.3","93","","0x018"
"1887","82.208649","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","93","","0x018"
"1888","82.208764","142.250.183.67","192.168.42.224","443","62102","TCP","54","","0x010"
"1889","82.210047","142.250.183.67","192.168.42.224","443","62102","TLSv1.3","93","","0x018"
"1890","82.260235","192.168.42.224","142.250.192.97","62103","443","TCP","54","","0x010"
"1891","82.260237","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"1892","82.260285","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1893","82.260383","192.168.42.224","142.250.183.67","62102","443","TCP","54","","0x010"
"1894","85.936502","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","93","","0x018"
"1895","86.185147","142.250.195.234","192.168.42.224","443","62104","TCP","54","","0x010"
"1896","86.185283","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","93","","0x018"
"1897","86.228232","192.168.42.224","142.250.205.238","59880","443","QUIC","1399","",""
"1898","86.228401","192.168.42.224","142.250.205.238","59880","443","QUIC","150","",""
"1899","86.228604","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"1900","86.277530","142.250.205.238","192.168.42.224","443","59880","QUIC","72","",""
"1901","86.299215","192.168.42.224","142.250.205.238","59880","443","QUIC","74","",""
"1902","86.302535","142.250.205.238","192.168.42.224","443","59880","QUIC","69","",""
"1903","86.315760","142.250.205.238","192.168.42.224","443","59880","QUIC","144","",""
"1904","86.315841","142.250.205.238","192.168.42.224","443","59880","QUIC","189","",""
"1905","86.316414","192.168.42.224","142.250.205.238","59880","443","QUIC","78","",""
"1906","86.372672","142.250.205.238","192.168.42.224","443","59880","QUIC","69","",""
"1907","90.536489","192.168.42.224","142.250.192.97","","","ICMP","74","",""
"1908","90.682855","142.250.192.97","192.168.42.224","","","ICMP","74","",""
"1909","91.561885","192.168.42.224","142.250.192.97","","","ICMP","74","",""
"1910","91.707400","142.250.192.97","192.168.42.224","","","ICMP","74","",""
"1911","92.575153","192.168.42.224","142.250.192.97","","","ICMP","74","",""
"1912","92.730947","142.250.192.97","192.168.42.224","","","ICMP","74","",""
"1913","92.946343","192.168.42.224","34.120.237.76","62096","443","TLSv1.3","93","","0x018"
"1914","93.141418","34.120.237.76","192.168.42.224","443","62096","TCP","54","","0x010"
"1915","93.141528","34.120.237.76","192.168.42.224","443","62096","TLSv1.3","93","","0x018"
"1916","93.197153","192.168.42.224","34.120.237.76","62096","443","TCP","54","","0x010"
"1917","93.592805","192.168.42.224","142.250.192.97","","","ICMP","74","",""
"1918","93.755410","142.250.192.97","192.168.42.224","","","ICMP","74","",""
"1919","95.520823","a6:c3:55:3c:13:a5","fe:7e:84:95:6a:51","","","ARP","42","",""
"1920","95.521399","fe:7e:84:95:6a:51","a6:c3:55:3c:13:a5","","","ARP","42","",""
"1921","95.741225","fe:7e:84:95:6a:51","a6:c3:55:3c:13:a5","","","ARP","42","",""
"1922","95.741301","a6:c3:55:3c:13:a5","fe:7e:84:95:6a:51","","","ARP","42","",""
"1923","115.963361","192.168.42.224","142.250.205.238","62105","443","TLSv1.3","93","","0x018"
"1924","116.248248","192.168.42.224","142.250.205.238","62105","443","TCP","93","","0x018"
"1925","116.281892","142.250.205.238","192.168.42.224","443","62105","TCP","54","","0x010"
"1926","116.281985","142.250.205.238","192.168.42.224","443","62105","TLSv1.3","93","","0x018"
"1927","116.332907","192.168.42.224","142.250.205.238","62105","443","TCP","54","","0x010"
"1928","116.336178","142.250.205.238","192.168.42.224","443","62105","TCP","66","","0x010"
"1929","120.244784","192.168.42.224","142.250.192.142","62106","443","TCP","66","","0x002"
"1930","120.505528","192.168.42.224","142.250.192.142","62107","443","TCP","66","","0x002"
"1931","120.538582","142.250.192.142","192.168.42.224","443","62106","TCP","66","","0x012"
"1932","120.538759","192.168.42.224","142.250.192.142","62106","443","TCP","54","","0x010"
"1933","120.556363","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","714","","0x018"
"1934","120.556946","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","60","","0x018"
"1935","120.557460","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","224","","0x018"
"1936","120.645352","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1937","120.645513","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1938","120.645777","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1939","120.706575","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","822","","0x018"
"1940","120.706748","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","116","","0x018"
"1941","120.706824","192.168.42.224","142.250.192.142","62106","443","TCP","54","","0x010"
"1942","120.707159","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","85","","0x018"
"1943","120.709060","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","138","","0x018"
"1944","120.715270","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","85","","0x018"
"1945","120.720034","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","1179","","0x018"
"1946","120.720341","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","1337","","0x018"
"1947","120.785007","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1948","120.785344","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1949","120.807743","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1950","120.807806","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1951","120.820803","142.250.192.142","192.168.42.224","443","62107","TCP","66","","0x012"
"1952","120.871467","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","299","","0x018"
"1953","120.871654","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","116","","0x018"
"1954","120.871728","192.168.42.224","142.250.192.142","62106","443","TCP","54","","0x010"
"1955","120.872025","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","85","","0x018"
"1956","120.872115","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","93","","0x018"
"1957","120.872162","192.168.42.224","142.250.192.142","62106","443","TCP","54","","0x010"
"1958","120.872794","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","93","","0x018"
"1959","120.920364","142.250.192.142","192.168.42.224","443","62107","TCP","66","","0x012"
"1960","120.948961","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"1961","121.340506","fe:7e:84:95:6a:51","a6:c3:55:3c:13:a5","","","ARP","42","",""
"1962","121.340544","a6:c3:55:3c:13:a5","fe:7e:84:95:6a:51","","","ARP","42","",""
"1963","123.246117","142.250.192.142","192.168.42.224","443","62107","TCP","66","","0x012"
"1964","130.261599","192.168.42.224","34.120.115.102","62095","443","TLSv1.3","93","","0x018"
"1965","130.413803","34.120.115.102","192.168.42.224","443","62095","TCP","54","","0x010"
"1966","130.413910","34.120.115.102","192.168.42.224","443","62095","TLSv1.3","93","","0x018"
"1967","130.461969","192.168.42.224","34.120.115.102","62095","443","TCP","54","","0x010"
"1968","135.288853","192.168.42.224","172.217.163.205","62099","443","TLSv1.3","93","","0x018"
"1969","135.532845","172.217.163.205","192.168.42.224","443","62099","TLSv1.3","93","","0x018"
"1970","135.587732","192.168.42.224","172.217.163.205","62099","443","TCP","54","","0x010"
"1971","137.319885","192.168.42.224","34.120.208.123","62094","443","TLSv1.2","100","","0x018"
"1972","137.320137","192.168.42.224","142.250.196.67","62100","443","TLSv1.3","93","","0x018"
"1973","137.581601","34.120.208.123","192.168.42.224","443","62094","TLSv1.2","100","","0x018"
"1974","137.581801","142.250.196.67","192.168.42.224","443","62100","TCP","54","","0x010"
"1975","137.582013","142.250.196.67","192.168.42.224","443","62100","TLSv1.3","93","","0x018"
"1976","137.635796","192.168.42.224","142.250.196.67","62100","443","TCP","54","","0x010"
"1977","137.635799","192.168.42.224","34.120.208.123","62094","443","TCP","54","","0x010"
"1978","140.329646","192.168.42.224","142.250.182.246","62098","443","TLSv1.3","93","","0x018"
"1979","140.329891","192.168.42.224","142.250.183.67","62102","443","TLSv1.3","93","","0x018"
"1980","140.330027","192.168.42.224","142.250.196.67","62101","443","TLSv1.3","93","","0x018"
"1981","140.330202","192.168.42.224","142.250.192.97","62103","443","TLSv1.3","93","","0x018"
"1982","140.448158","142.250.196.67","192.168.42.224","443","62101","TLSv1.3","93","","0x018"
"1983","140.448398","142.250.182.246","192.168.42.224","443","62098","TLSv1.3","93","","0x018"
"1984","140.455214","142.250.183.67","192.168.42.224","443","62102","TLSv1.3","93","","0x018"
"1985","140.455406","142.250.192.97","192.168.42.224","443","62103","TLSv1.3","93","","0x018"
"1986","140.498596","192.168.42.224","142.250.182.246","62098","443","TCP","54","","0x010"
"1987","140.498595","192.168.42.224","142.250.196.67","62101","443","TCP","54","","0x010"
"1988","140.498648","192.168.42.224","142.250.192.97","62103","443","TCP","54","","0x010"
"1989","140.498767","192.168.42.224","142.250.183.67","62102","443","TCP","54","","0x010"
"1990","140.540013","fe:7e:84:95:6a:51","a6:c3:55:3c:13:a5","","","ARP","42","",""
"1991","140.540053","a6:c3:55:3c:13:a5","fe:7e:84:95:6a:51","","","ARP","42","",""
"1992","142.653347","192.168.42.224","192.168.42.129","54710","53","DNS","87","",""
"1993","142.682485","192.168.42.224","192.168.42.129","54710","53","DNS","87","",""
"1994","142.908569","192.168.42.129","192.168.42.224","53","54710","DNS","103","",""
"1995","142.912954","192.168.42.224","192.168.42.129","59379","53","DNS","87","",""
"1996","142.913552","192.168.42.129","192.168.42.224","53","59379","DNS","103","",""
"1997","142.915021","192.168.42.224","192.168.42.129","49914","53","DNS","87","",""
"1998","142.936425","192.168.42.224","192.168.42.129","49914","53","DNS","87","",""
"1999","142.970026","192.168.42.129","192.168.42.224","53","49914","DNS","115","",""
"2000","143.692058","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","396","","0x018"
"2001","143.692175","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","610","","0x018"
"2002","143.692414","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","844","","0x018"
"2003","143.930491","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"2004","143.930664","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"2005","143.930909","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"2006","143.930988","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","122","","0x018"
"2007","143.931283","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","116","","0x018"
"2008","143.931359","192.168.42.224","142.250.192.142","62106","443","TCP","54","","0x010"
"2009","143.931457","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","85","","0x018"
"2010","143.931639","142.250.192.142","192.168.42.224","443","62106","TLSv1.3","93","","0x018"
"2011","143.931688","192.168.42.224","142.250.192.142","62106","443","TCP","54","","0x010"
"2012","143.932170","192.168.42.224","142.250.192.142","62106","443","TLSv1.3","93","","0x018"
"2013","144.024711","142.250.192.142","192.168.42.224","443","62106","TCP","54","","0x010"
"2014","144.340229","192.168.42.224","142.250.195.234","62104","443","TLSv1.3","93","","0x018"
"2015","144.543840","142.250.195.234","192.168.42.224","443","62104","TLSv1.3","93","","0x018"
"2016","144.587142","192.168.42.224","142.250.195.234","62104","443","TCP","54","","0x010"
"2017","151.344594","192.168.42.224","34.120.237.76","62096","443","TLSv1.3","93","","0x018"
"2018","151.508269","34.120.237.76","192.168.42.224","443","62096","TLSv1.3","93","","0x018"
"2019","151.536018","fe80::fc7e:84ff:fe95:6a51","ff02::16","","","ICMPv6","90","",""
"2020","151.536061","192.168.42.129","224.0.0.22","","","IGMPv3","54","",""
"2021","151.552277","192.168.42.224","34.120.237.76","62096","443","TCP","54","","0x010"
"2022","151.552902","192.168.42.129","192.168.42.224","62096","443","ICMP","82","","0x010"
"2023","151.555874","fe80::fc7e:84ff:fe95:6a51","ff02::16","","","ICMPv6","90","",""
